id,accession_number,artist,artistRole,artistId,title,dateText,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
31266,D03871,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03871
31267,D03872,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03872
31268,D03873,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03873
31269,D03874,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03874
31270,D03875,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03875
31271,D03876,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03876
31272,D03877,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03877
31273,D03878,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03878
31274,D03879,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03879
31275,D03880,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03880
31276,D03881,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03881
31277,D03882,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03882
31278,D03883,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03883_8.jpg,http://www.tate.org.uk/art/artworks/turner-blank-d03883
31279,D03884,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03884
31280,D03885,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03885
31281,D03886,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03886
31282,D03887,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03887
31283,D03888,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03888
31284,D03889,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03889
31285,D03890,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03890
31286,D03891,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03891
31287,D03892,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03892
31288,D03893,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03893
31289,D03894,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03894
31290,D03895,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03895
31291,D03896,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03896
31292,D03897,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03897
31293,D03898,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03898
31294,D03899,"Turner, Joseph Mallord William",artist,558,"Part of the Ruins of a Gothic Building, with Fallen Masonry and Foliage",c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03899_8.jpg,http://www.tate.org.uk/art/artworks/turner-part-of-the-ruins-of-a-gothic-building-with-fallen-masonry-and-foliage-d03899
31295,D03900,"Turner, Joseph Mallord William",artist,558,"Part of the Ruins of a Gothic Building, with Fallen Masonry and Foliage",c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03900_8.jpg,http://www.tate.org.uk/art/artworks/turner-part-of-the-ruins-of-a-gothic-building-with-fallen-masonry-and-foliage-d03900
31296,D03901,"Turner, Joseph Mallord William",artist,558,"A Figure with Flying Drapery, Perhaps from a Classical Sculpture",c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03901_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-figure-with-flying-drapery-perhaps-from-a-classical-sculpture-d03901
31297,D03902,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03902
31298,D03903,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03903
31299,D03904,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03904
31300,D03905,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03905
31301,D03906,"Turner, Joseph Mallord William",artist,558,"Studies of Egyptian Gods, Including a Composite Deity and a Cat Figure with Cystrum",c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03906_8.jpg,http://www.tate.org.uk/art/artworks/turner-studies-of-egyptian-gods-including-a-composite-deity-and-a-cat-figure-with-cystrum-d03906
31302,D03907,"Turner, Joseph Mallord William",artist,558,"Studies of an Eagle Standing on a Ram’s Head, and of a Male Head with Ram’s Horns",c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03907_8.jpg,http://www.tate.org.uk/art/artworks/turner-studies-of-an-eagle-standing-on-a-rams-head-and-of-a-male-head-with-rams-horns-d03907
31303,D03908,"Turner, Joseph Mallord William",artist,558,"Studies of a Female Head and Bust, and of a Male Head with Ram’s Horns, and of a Bull’s Head; A Bird’s Head",c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03908_8.jpg,http://www.tate.org.uk/art/artworks/turner-studies-of-a-female-head-and-bust-and-of-a-male-head-with-rams-horns-and-of-a-bulls-d03908
31304,D03909,"Turner, Joseph Mallord William",artist,558,Three Studies of Ancient Figures,c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03909_8.jpg,http://www.tate.org.uk/art/artworks/turner-three-studies-of-ancient-figures-d03909
31305,D03910,"Turner, Joseph Mallord William",artist,558,Four Studies of Ancient Figures and Details of Costume,c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03910_8.jpg,http://www.tate.org.uk/art/artworks/turner-four-studies-of-ancient-figures-and-details-of-costume-d03910
31306,D03911,"Turner, Joseph Mallord William",artist,558,A Man’s Head with Beehive-Shaped Headdress,c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03911_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-mans-head-with-beehive-shaped-headdress-d03911
31307,D03912,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03912
31308,D03913,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03913
31309,D03914,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03914
31310,D03915,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03915
31311,D03916,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03916
31312,D03917,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03917
31313,D03918,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03918
31314,D03919,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03919
31315,D03920,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03920
31316,D03921,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03921
31317,D03922,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03922
31318,D03923,"Turner, Joseph Mallord William",artist,558,A Fallen Tree,c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03923_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-fallen-tree-d03923
31319,D03924,"Turner, Joseph Mallord William",artist,558,A Fallen Tree,c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03924_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-fallen-tree-d03924
31320,D03925,"Turner, Joseph Mallord William",artist,558,A Felled Tree,c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03925_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-felled-tree-d03925
31321,D03926,"Turner, Joseph Mallord William",artist,558,The Branches of a Fallen Tree,c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03926_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-branches-of-a-fallen-tree-d03926
31322,D03927,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03927
31323,D03928,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03928
31324,D03929,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03929
31325,D03930,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03930
31326,D03931,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03931
31327,D03932,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03932
31328,D03933,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03933
31329,D03934,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03934
31330,D03935,"Turner, Joseph Mallord William",artist,558,Study of Leaves,c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03935_8.jpg,http://www.tate.org.uk/art/artworks/turner-study-of-leaves-d03935
31331,D03936,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03936
31332,D03937,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03937
31333,D03938,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03938
31334,D03939,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03939
31335,D03940,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03940
31336,D03941,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03941
31337,D03942,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03942
31338,D03943,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03943
31339,D03944,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03944
31340,D03945,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03945
31341,D03946,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03946
31342,D03947,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03947
31343,D03948,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03948
31344,D03949,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03949
31345,D03950,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03950
31346,D03951,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03951
31347,D03952,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03952
31348,D03953,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03953
31349,D03954,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03954
31350,D03955,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03955
31351,D03956,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03956
31352,D03957,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03957
31353,D03958,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03958
31354,D03959,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03959
31355,D03960,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03960
31356,D03961,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03961
31357,D03962,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03962
31358,D03963,"Turner, Joseph Mallord William",artist,558,View over Undulating Country towards a Distant Hill with Tower; ?Fonthill,c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03963_8.jpg,http://www.tate.org.uk/art/artworks/turner-view-over-undulating-country-towards-a-distant-hill-with-tower-fonthill-d03963
31359,D03964,"Turner, Joseph Mallord William",artist,558,"Part of a Building, Probably Fonthill",c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03964_8.jpg,http://www.tate.org.uk/art/artworks/turner-part-of-a-building-probably-fonthill-d03964
31360,D03965,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03965
31361,D03966,"Turner, Joseph Mallord William",artist,558,"The Figure of Ananias from the Tapestry of Raphael’s ‘Death of Ananias’, Perhaps the Basis for a Figure in the ‘Destruction of Sodom’",c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03966_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-figure-of-ananias-from-the-tapestry-of-raphaels-death-of-ananias-perhaps-the-d03966
31362,D03967,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03967
31363,D03968,"Turner, Joseph Mallord William",artist,558,"A Castle among Trees, with Hills Beyond",c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03968_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-castle-among-trees-with-hills-beyond-d03968
31364,D03969,"Turner, Joseph Mallord William",artist,558,"A Castle among Trees, with Hills Beyond",c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03969_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-castle-among-trees-with-hills-beyond-d03969
31365,D03970,"Turner, Joseph Mallord William",artist,558,Detail of a Castle,c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,http://www.tate.org.uk/art/images/work/D/D03/D03970_8.jpg,http://www.tate.org.uk/art/artworks/turner-detail-of-a-castle-d03970
31366,D03971,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03971
31367,D03972,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03972
31368,D03973,"Turner, Joseph Mallord William",artist,558,[blank],c.1799–1800,,Accepted by the nation as part of the Turner Bequest 1856,1799,1856,support: 166 x 82 mm,166,82,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d03973
